Article_num,EAN,Map,Plant,Stor_loc,Material_description,Segment,Family,Class
491215527,4987176237224,426.9,U2RZ,1000,WHISPER ULT SANTR NPKN WNG XL+ 48N PP,PERSONAL CARE,P'SONAL HYGN,FEM HYGN
490088383,8906001050650,56.88,U2RZ,1000,MOTHERS RECIPE MANGO PICKLE 500G PP,PROCESSED FOOD,READY TO EAT,PICKLES
491168401,8902901221961,156.37,U2RZ,1000,BEST FARM URAD DAL 1 kg PP,STAPLES,PULSES,PULSES
491420449,8901030989810,368.34,U2RZ,1000,PONDS PURE DTOX ACTV CHRCOL FW 200g TUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490803984,8901719125348,7.08,U2RZ,1000,PARLE TOP RICH BUTTERY CRACKER 58.8g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
493857046,8904071706675,6.47,U2RZ,1000,CHHEDA FINGER POPS MASALA 45G PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490003108,8904271201123,79.02,U2RZ,1000,KIWI WX RICH S&P INST PLSH BRWN 75ml CAN,HOME CARE,H'HOLD CLNG/CARENG/CARE,SURFACE CARE
490002873,8901396601821,110.69,U2RZ,1000,VEET HR RMVCRM SLK&FRS SB&LLYFRG 50G CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
491901690,8904132922723,101.33,U2RZ,1000,HOMONE SS CTLRY DNR SPN SO6 220x62MM CBD,HOUSEWARE,TABLEWARE,CUTLERY
494462401,8906057632008,62,U2RZ,1000,JAIPET CLARA ROUND FRUIT BOWL,HOUSEWARE,Home Essential,Home Utility
490577665,8901662024538,32.14,U2RZ,1000,SUHANA PANEER TIKKA MASALA MIX 50 g PP,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
491390356,8901499009654,14.04,U2RZ,1000,KELLOGGS MULTIGRAIN CHOCOS 46g PP,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
491416574,8901248753005,53.03,U2RZ,1000,ZANDU PAIN RELIEF ROLL ON 9ML CBD,HEALTH,OTC,PAIN RELIEF PRODUCTS
490011426,8901157001143,53.41,U2RZ,1000,GODREJ GOODKNGHT PWR ACTV+ RFIL 45ML CBD,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
490070538,8906005508904,18.59,U2RZ,1000,BIKAJI BIKANERCHOWPATI BHELPURI 110g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
491321849,8901030978609,225.05,U2RZ,1000,LAKME SUNEXPRT SPF50 ULT MT LTN 50mlTUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN TANNING PRODUCTS
492861959,8901207043192,50.81,U2RZ,2997,REAL FP LITCHI VITAMINBOOST DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
492861959,8901207043192,50.81,U2RZ,1000,REAL FP LITCHI VITAMINBOOST DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
490002062,8901012116821,103.84,U2RZ,1000,JOHNSONS BABY CREAM 100 G TUBE,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
491694569,8901030998171,133.24,U2RZ,1000,LIFEBUOY TOTAL10 PROTCT HW 675ML 1+1 PCH,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490003400,8901138511449,66.22,U2RZ,1000,HIMALAYA GENTLE BABY SHAMPOO 100ml PET,BABY CARE,BABY HYGN,BABY HYGN/GROOMING
493661416,8902901127119,55.99,U2RZ,1000,GOOD LFE CHWLI/LOBI PRM BLC EYE 500g PP,STAPLES,PULSES,PULSES
493680463,8901030920233,259.95,U2RZ,1000,PEARS NATURALE VITAMIN C SOAP 4X125g CBD,PERSONAL CARE,PERSONAL WASH,BODYWASH
492503518,8906171060015,102.88,U2RZ,1000,LE GEAR MICROFIBRE CL 400GSM 4040 3PCS,AUTO ACCESSORIES,FOUR WHEELER,CAR CARE
494337033,8901314857590,135.12,U2RZ,1000,COLGATE TOTAL CHRCOL DEEP CLN TP 150gCBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491633348,8901030971877,446.12,U2RZ,1000,VASELINE INT CR DP MSTR BDYLTN 600ml PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491061081,8904109450075,16.49,U2RZ,2997,PTNJL HLDI CHNDN KANTI BDY CLNSR 75g WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491061081,8904109450075,16.49,U2RZ,1000,PTNJL HLDI CHNDN KANTI BDY CLNSR 75g WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491161972,8901030779312,129.2,U2RZ,1000,LIPTON GRNTEA TULSI NATURA 25TBX1.3g CBD,BEVERAGES,TEA & COFFEE,TEA
490632505,8901030764356,130.91,U2RZ,1000,DOVE NS DANDRUFF CARE SHAMPOO 180 ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490563300,490563300,67,U2RZ,1000,LOOSE JAGGERY,STAPLES,SUGAR,SUGAR
494260154,8904132968868,18.57,U2RZ,1000,TOFFEEMAN DELUXE ASSTR TOFFEE 150G PCH,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491614721,8904043904597,38.93,U2RZ,1000,TATA SAMPANN HIGH IN FIBRE POHA 500G PP,STAPLES,RICE,RICE
491185133,8902901222715,18.88,U2RZ,1000,GOOD LIFE FENUGREEK 200g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
491539591,8906064655670,81.53,U2RZ,1000,WINGREENS FARMS CHEESY SAUCE 450G PCH,PROCESSED FOOD,READY TO EAT,SAUCES
490877946,8901030974359,90.28,U2RZ,1000,LAKME PEACH MILK MOISTURIZER 60 ml BTL,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491074338,8906016011813,112.51,U2RZ,1000,TULSI KISHMISH INDIAN PREMIUIM 500g PCH,STAPLES,DRY FRUITS,DRY FRUITS
491055460,8901314725936,217.06,U2RZ,1000,COLGATE STRNG TETH TP 250gX2 CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491377188,8906097340017,36,U2RZ,1000,UNISTAR STANSTEEL PRESTIGE STRAINER NO2,HOUSEWARE,KITCHENWARE,KITCHEN TOOLS
491439069,8904132912632,17.63,U2RZ,1000,PETALS PROTCT PCH RGLR WNG 245MM 7PDS PP,PERSONAL CARE,P'SONAL HYGN,FEM HYGN
491375987,8901138835279,113.09,U2RZ,1000,HIMALAYA NOURISHING SKIN CRAM 100 ML TUB,COSMETICS,LIFESTYLE SKINCARE,SKIN LIGHTENING/ FAIRNESS
490002193,8901314713759,53.36,U2RZ,1000,COLGATE ACTIVE SALT TOOTHPASTE 100G CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491173581,8901030911187,140.58,U2RZ,1000,HAMAM NM TLSI&ALOVRA BTH SOAP 150gx3 CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490002489,8901030978753,283.25,U2RZ,1000,LAKME 9to5 SUNEX LTN SPF25PA++ 100mlTUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN TANNING PRODUCTS
490477999,8901499010483,134.77,U2RZ,1000,Klgs Fruit Nut Crunchy Muesli 240 PP,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
492848832,8904086330537,32.23,U2RZ,1000,VEGA NAIL CLIPPER ASRTED MNCB 01N,COSMETICS,COSMETIC ACCESSORIES,NAIL ACCESSORIES
493180062,8904252608095,15,U2RZ,1000,SR GRMT DRK SNCK SQPL PLT ASR16.5x16.5CM,HOUSEWARE,Home Essential,Home Utility
310319439,310319439,2,U2RZ,1000,JIO MART WRAPPING SHEET 11X16#53M LT BLU,CONSUMABLES,DC / STORE CONSUMABLES,PACKING MATERIALS
492368823,8901499011176,146.46,U2RZ,1000,KELLOGGS FROOT LOOPS 285 g CBD,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
493643831,8904132943810,125.55,U2RZ,1000,HO GT PL CNTNR STORWEL 2L 5L N 7.5L,HOUSEWARE,Kitchen Storage,Containers
491696350,8901491001076,20.43,U2RZ,1000,LAYS AMSTYLE CRM ON PTT CHIPS 67g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490006834,8901972058643,16.82,U2RZ,1000,DUKES WAFFY STRAWBERRY 60 G PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491614875,8901777846148,178.99,U2RZ,1000,VADILAL CHOCO BROWNIE IC 700 ML CBD,DAIRY,DAIRY - FROZEN,FROZEN ICE CREAM
491316335,8908019303018,69,U2RZ,1000,APPLE BESAN 1 kg PP,STAPLES,FLOURS,FLOURS
493660910,8904132937444,15.06,U2RZ,1000,JIVE FLORAL PINK FRAG SOFT TALC 100G PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491586556,8904132917279,25.55,U2RZ,1000,SNACTAC ALL IN ONE MIXTURE 150 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490190076,8901207001888,78.31,U2RZ,1000,DABUR COUGH REM HONITUS SYRUP 100 ML CBD,HEALTH,AYURVEDIC,RESPIRATORY
491440170,4005900654717,159.61,U2RZ,1000,NVEA DEO RLN NTRGLW SNTV SKN FML50ML BTL,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
491085602,8908001705127,33.39,U2RZ,1000,PPRBT JAMUN SUG FREE FRT DRINK 200ML TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
493721248,8904132960152,66.64,U2RZ,1000,HOME ONE SS THERMO LUNCHBX 275ML MEALTME,HOUSEWARE,TABLEWARE,THERMOWARE
490809341,8901764011252,21.92,U2RZ,1000,COCA COLA 300ml CAN,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491632842,8902901033519,54.95,U2RZ,1000,GOOD LIFE PULSES MIX FOR SPROUT 500 g PP,STAPLES,PULSES,PULSES
490001902,8901155102323,95.34,U2RZ,1000,GITS RICE IDLI MIX 500 g CBD,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
490017387,8902188801092,198.1,U2RZ,1000,RAMDEV CHILLI POWDER 500 g PP,STAPLES,SPICES & CONDIMENTS,POWDER SPICES
492390768,8906064656752,50.22,U2RZ,1000,WINGREENS FARMS PRMIUM VEG MAYO 180G PCH,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
492367313,8908013746101,17.14,U2RZ,1000,CRAVOVA FRESH LEMONADE 300ml PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
491019490,8904018302878,133.79,U2RZ,1000,MEDIMIX AYR 18 HERBS CLSSOAP 125g 4+1CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490005269,8901499008213,196.62,U2RZ,1000,KELLOGGS ALL BRAN WHEAT FLAKES 425g CBD,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
490211516,8901030900112,42.79,U2RZ,1000,KNORR HOT & SOUR VEGTBL SOUP 41G PP,PROCESSED FOOD,READY TO COOK,SOUPS
490734486,7622202030727,31.96,U2RZ,1000,CADBURY BOURNVILLE RCH COCOA CHOC 31G PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491294703,8904183002979,34,U2RZ,1000,ULHAAS CTN PLUSH DOORMAT 40X60CM,FURNISHINGS & DECOR,FURNISHINGS,FLOOR COVERINGS
490863126,8901058904741,17.16,U2RZ,1000,NESTLE KIT KAT CHOCOLATE 28.5 G PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491061019,8901030953163,96.46,U2RZ,1000,VASELINE HEALTH BRGT CMP10 LTN 100mlPET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490011028,8904043701073,36,U2RZ,1000,SHREE IMLI 200 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
493912074,8904132963115,83,U2RZ,1000,HO HRD ANODIS TADKAPAN 290ML WT SS HANDL,HOUSEWARE,COOKWARE,POTS N PANS
492642852,8901725115869,17.22,U2RZ,1000,SUNFEAST CAKR SLICD W CHCLT FLVR 100g PP,DAIRY,BRANDED BAKERY CAKES & PASTRIES,CAKES
490577736,8901177104008,106.91,U2RZ,1000,MOOV PAIN RELIEF SPCL CREAM 30 G CBD,HEALTH,OTC,PAIN RELIEF PRODUCTS
491185127,8902901222654,15.41,U2RZ,1000,GOOD LIFE CORIANDER WHOLE 100 g PP,STAPLES,SPICES & CONDIMENTS,WHOLE SPICES
492862095,8901030902932,71.16,U2RZ,1000,KISSAN FRESH TOMATO KETCHUP 850g PCH,PROCESSED FOOD,READY TO EAT,SAUCES
493661044,8908010238531,31.46,U2RZ,1000,LAST MNUTE SHOE SHINER SPNG BLACK 1N PET,HOME CARE,HOUSEHOLD NEEDS,SHOE CARE
491984416,8901719130045,47.46,U2RZ,1000,PARLE HAPPY HAPPY CHOCHIP COKIES 396g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491641992,8901719128882,92.92,U2RZ,1000,PARLE PLATINA NTRCRUNCH DIGES CKS 1KG PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491539620,4987176280572,60.41,U2RZ,1000,GILLETTE GUARD RAZOR+CARTG W PCB 1+6N PP,PERSONAL CARE,PERSONAL NEEDS,SHAVING NEEDS
494336631,8904035422832,76.21,U2RZ,1000,JOY HYDRF ULTRALIGHT GEL MSTR 150ML TUB,PERSONAL CARE,SKIN CARE,FACE CARE
494401022,8908017778887,103.66,U2RZ,1000,PL RAISIN LONG 500 GM PP,STAPLES,DRY FRUITS,DRY FRUITS
490794275,8906014882538,661.33,U2RZ,1000,GULAB SUNGOLD REFND SUNFLOWER OIL 5L CAN,STAPLES,EDIBLE OILS,EDIBLE OILS
491504714,8903105011051,41.97,U2RZ,1000,YRDLY LNDN CNTRY BREZE CMPT PRFM18ML CBD,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
491039762,8904271201192,25.22,U2RZ,1000,ALL OUT ANTI DENGUE COIL PACK OF 14 CBD,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
492490775,8902246015942,22.72,U2RZ,1000,HURRICANE ENRGY DRNK BERY BLST 250ML CAN,BEVERAGES,DRINKS,DRINKS
491934161,8904132923812,73,U2RZ,1000,HO AIRSL TEA COF SUG PL CON 840mlX3 GRN,HOUSEWARE,Kitchen Storage,Containers
492519235,8901108111662,7.26,U2RZ,1000,NIRMA XP SHAKTI DETERGENT CAKE 180g PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
490010238,8901262040099,42.22,U2RZ,1000,AMUL SHRIKHAND ELAICHI 200 g CON,DAIRY,DAIRY - CHILLED,SHRIKHAND
490067125,8902901061420,260.08,U2RZ,1000,GOOD LIFE DRIED FIG (ANJEER) 250g CBD,STAPLES,DRY FRUITS,DRY FRUITS
491538491,8904271201765,214.35,U2RZ,1000,BAYGON MSQTO FLY KLR SPRY 625ml TIN,HOME CARE,INSECT CONTROL,INSECT CONTROL PRODUCTS
491458110,690225109000,42.75,U2RZ,1000,BEMISAL SHAHI PAKWAN PREMUM RICE 1 kg PP,STAPLES,RICE,RICE
493829584,8991389139004,205,U2RZ,1000,IK COPY PAPER A4 70 GSM 500 SHEETS,STATIONERY,PAPER PRODUCTS,NOTE BOOKS
491252834,4987176095558,542.11,U2RZ,1000,TIDE LEMON & MINT DETERGENT PWDR 5KG PP,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
491694567,8901396316503,148.2,U2RZ,1000,DETTOL SKIN CARE HW 675ml B1G1FR PCH,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490001894,8906002000111,67.57,U2RZ,1000,DR.OETKAR FUNFOOD PIZZA TOPPING 315G BTL,PROCESSED FOOD,READY TO EAT,JAMS & SPREADS
492875518,8901526593859,210.4,U2RZ,1000,GARNIER SKN NAT BRGCM VITC FW150g TUBE,PERSONAL CARE,SKIN CARE,FACE CARE
490081028,4987176077776,182.68,U2RZ,1000,GILLETTE MACH 3 RAZOR CBD,PERSONAL CARE,HAIR PRODUCTS,HAIR REMOVAL/MASKING
491694312,8904132922242,45.15,U2RZ,2997,MYHOM EXPLZ UC BTH500ML+500ML TLTCLN PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
491694312,8904132922242,45.15,U2RZ,1000,MYHOM EXPLZ UC BTH500ML+500ML TLTCLN PET,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
492415343,8904250306368,33.45,U2RZ,1000,SK TEJAS PURE GHEE WICKS 30N CON,GM FMCG,Pooja Needs,Camphor & Wicks
490003465,8901120141012,62.92,U2RZ,1000,EVRYTH NTRL EXFLTNG WLNT SCRB 50G TUB,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
490922096,8901030926518,53.37,U2RZ,1000,KISSAN TWST SWT SPCY TOMT SAUCE 200g BTL,PROCESSED FOOD,READY TO EAT,SAUCES
491335644,8901207051494,176.79,U2RZ,1000,DABUR SAT ISABGOL 90 G CBD,HEALTH,OTC,DIETARY AIDS
493646076,8902901065565,46.56,U2RZ,1000,Good Life Roasted Sooji 1kg PP,STAPLES,FLOURS,FLOURS
491417436,8906007289146,386.25,U2RZ,1000,FORTUNE CHAKKI FRH WHOL WHT ATA 10kg BAG,STAPLES,FLOURS,FLOURS
491470001,8906082520004,154.83,U2RZ,1000,KAPIVA AMLA JUICE 1 L CBD,HEALTH,AYURVEDIC,NUTRIENT/VITAMINS
492578786,8906130900093,109.28,U2RZ,1000,ORION REAL STRWBRY CHOCOPIE 12P 336g CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491583793,8901719130069,58.52,U2RZ,1000,PARLE PL MILANO H&S CF BSC 250G CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490863090,8901248101301,113.14,U2RZ,1000,BROPLUS HS AYR ANTSPTC CRM FHB 80ml TUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491252790,8901393018790,13.17,U2RZ,1000,ALPENLIEBE RCH MLKY CARML TOFFEE 36g WRP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
492851037,8904132932869,86.01,U2RZ,1000,GL TOOR DAL UNPOLISHED 500 g PP,STAPLES,PULSES,PULSES
494267402,8906171060022,59.78,U2RZ,2997,LE GEAR BALACLAVA PROPLUS FACEMASK BLACK,AUTO ACCESSORIES,TWO WHEELER,SAFETY
491186633,8902901224009,164.81,U2RZ,1000,GOOD LIFE CASHEW 2 PIECES 200 g PP,STAPLES,DRY FRUITS,DRY FRUITS
491398472,8901030515514,362.4,U2RZ,1000,VASLNE HLTHY WHT BDY LTN SPF24 400ML PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
491439964,8903622005212,142.45,U2RZ,1000,SOFY AB H&H SPRXL+ ULTSLM SNTRNPK 15P PP,PERSONAL CARE,P'SONAL HYGN,FEM HYGN
490003849,8901399000591,24.32,U2RZ,1000,SANTOOR SANDAL  TURMERIC SOAP 100 G WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491597893,8908009082152,25.93,U2RZ,1000,SHRET FCHKA PNIPURI WTR BAL RTF 200g PCH,PROCESSED FOOD,READY TO COOK,READY TO FRY
492648777,8904250306832,29.87,U2RZ,1000,SK NRMLLBN DRY MASL AGRBT STCKZPR125GPCH,GM FMCG,Pooja Needs,Incense & Dhoop
491701357,8906015120516,109.78,U2RZ,2997,ZMAGNETISM FRMEN TLC CLSC 250GTIN,PERSONAL CARE,SKIN CARE,BODY CARE
490020767,8901571010790,44.64,U2RZ,1000,ENO LEMON FLAVOUR FRUIT SALT 5gX6 CBD,HEALTH,OTC,GASTROINTESTINAL REMEDY PRODUCTS
491638710,7622201385088,27.46,U2RZ,1000,CADBURY CHOCOBAKES CHC FLD CKS 75G CBD,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
490001091,8902080002344,27.5,U2RZ,1000,GATORADE LEMON SPORTS DRINK 500ML PET,BEVERAGES,DRINKS,DRINKS
491633979,8901571010844,154.89,U2RZ,1000,SENSODYNE REPAIR & PROTECT TP 100 g CBD,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
491127554,8901030878244,240.02,U2RZ,1000,PEAR SFT FRSH SP 125 g PCK OF 3+1 CBD,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
491961069,8904238301941,113.55,U2RZ,1000,FOGG FANTASTIC DEO EXTREME 150 ml BTL,PERSONAL CARE,P'SONAL HYGN,GENRL P'SONAL HYGN
491001878,8901198062899,23.11,U2RZ,1000,LUXOR MECHANICAL PENCIL W/ LID (PO6),STATIONERY,WRITING INSTRUMENTS  & ACCESSORIES,PENCILS & ACCESSORIES
4.571E+11,#N/A,0,U2RZ,1000,"RONAN Z6 BACKPACK ASSORTED, GREY, 34",#N/A,#N/A,#N/A
490162964,8901180118122,78.47,U2RZ,1000,FC BI COLOUR PENCILS SET OF 12 CBD,STATIONERY,SCHOOL & ART PRODUCTS,"CRAYONS, CAKES & SKETCH PENS"
490002742,8901396113003,80.76,U2RZ,1000,LIZOL DISINFCTNT SRFC CLR FLRL 500ml BTL,HOME CARE,H'HOLD CLNG/CARENG/CARE,H'HOLD CLNG
490005421,8901262040044,105.55,U2RZ,1000,AMUL SHRIKHAND BADAMPISTA 500 g CON,DAIRY,DAIRY - CHILLED,SHRIKHAND
491586645,8906008440584,62.14,U2RZ,1000,MAHALAXMI GUR REWRI 400 g PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491062931,8901719117206,21.26,U2RZ,1000,PARLE HIDE SEEK COFFEE BSCT 100 g PP,PROCESSED FOOD,BISCUITS & BRANDED BAKERY,BISCUITS
491538693,8908002961737,101.89,U2RZ,1000,GWALIA RASGULLA 1KG CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
492867617,8906167550056,150,U2RZ,1000,HAPPY LIVING MEMORY FOAM BATHMAT 43X60CM,FURNISHINGS & DECOR,FURNISHINGS,FLOOR COVERINGS
492912584,8901725004545,38.84,U2RZ,1000,SUNFEAST KESARBADAM MLKSHK RBT 300ml PET,DAIRY,DAIRY - PROCESSED,MILK DRINK
490000157,8901192114105,133.72,U2RZ,1000,CATCH SPRINKL PEPPER BLAC POWDR 100G TIN,STAPLES,SPICES & CONDIMENTS,POWDER SPICES
491185248,8902901223170,32.47,U2RZ,1000,GOOD LIFE SABUDANA BIG 500 g PP,STAPLES,RICE,RICE
490490115,8906007530064,96.48,U2RZ,1000,BIJU ALUMINIUM CLTH HNGRS 16IN SO6,HOUSEWARE,Laundry Essential,Laundry Utlility
494407821,8904132974449,44.48,U2RZ,1000,GRAPHITE DEO BDY SP ADVENTURE 150ML CAN,PERSONAL CARE,Deo,Gas Deo
491416583,8901248121392,99.9,U2RZ,1000,NAVRATNA COOL TALC ATV DEO 200G PET,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
494409497,8909106011458,134.9,U2RZ,1000,LUX ADV SANDAL + VIT C SP 150G X 3 CBD,PERSONAL CARE,PERSONAL WASH,BODYWASH
490073722,8901747001164,436.26,U2RZ,1000,WAGH BAKRI DUST TEA 1 kg PP,BEVERAGES,TEA & COFFEE,TEA
490655158,8904071700192,42.76,U2RZ,1000,CHHEDA GLDN LGHTLY SLTD PTT CHP 170 g PP,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490007755,8906017290071,35.59,U2RZ,2997,BISLERI 5l PET,BEVERAGES,DRINKS,WATER
490007755,8906017290071,35.59,U2RZ,1000,BISLERI 5l PET,BEVERAGES,DRINKS,WATER
490000148,8901192204110,52.62,U2RZ,1000,CATCH CHATPATA CHAT MASALA 100 g CBD,STAPLES,SPICES & CONDIMENTS,BLENDED SPICES
490537395,8902579103187,48.75,U2RZ,1000,FROOTI MANGO DRINK 1.2 L PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
491085933,8901764022272,17.19,U2RZ,1000,FANTA ORANGE FLVR SOFT DRINK 750ml PET,BEVERAGES,DRINKS,CARBONATED SOFT DRINKS
494392782,8904132974098,29.01,U2RZ,1000,Snactac Chocolaty Fills 150g Pch,PROCESSED FOOD,READY TO EAT,BREAKFAST CEREALS
493829473,8904393403689,57.14,U2RZ,1000,KVI 417 TELEPHONE WINDUP TOY,TOYS,VEHICLES & ACCESSORIES,VEHICLES & ACCESSORIES NON POWERED
491539848,8901088137034,79.26,U2RZ,1000,PARACHUTE Coconut OIL 200 ml JAR.,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
490081595,8904377801548,87,U2RZ,1000,UNISEX RAINTOP FREE SIZE LT GREEN,AUTO ACCESSORIES,FOUR WHEELER,UTILITY
491419456,8901888008015,49.9,U2RZ,1000,REAL FRT POW MAS POMEGRNATE DRINK 1L TPK,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
494260156,8904132969568,2.53,U2RZ,2997,TOFFEEMAN DLX ALMD TOFFEE 630g STKPK CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
494260156,8904132969568,2.53,U2RZ,1000,TOFFEEMAN DLX ALMD TOFFEE 630g STKPK CBD,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
491432551,7622201758042,136.42,U2RZ,1000,CDM SILK MINIS HM TREATS CHC 18N 162G PP,CONFECTIONARY & SNACKS,CONFECTIONERY,CONFECTIONERY
490025432,8906010500207,31.77,U2RZ,1000,BALAJI WAFERS CHANA DAL 240G PCH,CONFECTIONARY & SNACKS,SNACKS,SNACKS
490022109,8904082760413,45.84,U2RZ,1000,UTTAM SUPERFINE MAIDA 1 kg PP,STAPLES,FLOURS,FLOURS
490001797,8901764092206,29.36,U2RZ,1000,MAAZA MANGO DRINK 600ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
490001797,8901764092206,29.36,U2RZ,2997,MAAZA MANGO DRINK 600ml PET,BEVERAGES,JUICES,FRUIT JUICES & DRINKS
490830627,8901138821920,112.9,U2RZ,1000,HIMALAYA PURFYING NEEM FAC SCRB 100GTUBE,PERSONAL CARE,SKIN PRODUCTS,SKIN CARE
492405962,8904250307242,24.93,U2RZ,1000,SHBKT NITYA STEEL GRUHA GHANTI 9.5x4.4cm,GM FMCG,Pooja Needs,Pooja Implements
491004399,8904082780503,46.78,U2RZ,1000,GAAY CHHAP BHAJIA FLOUR MIX 500 g PP,PROCESSED FOOD,READY TO COOK,DESSERTS &  MIXES
494260664,8904132974227,177.56,U2RZ,1000,ENZO NANO SHOTS DET CAPSULE 30NX12G CON,HOME CARE,FABRIC CARE,LAUNDRY DETERGENTS
492848020,8901030974236,354.65,U2RZ,1000,LAKME PEACH MILK SOFT CREAM 200g CON,PERSONAL CARE,SKIN CARE,BODY CARE
494408508,8906128580498,15.47,U2RZ,1000,DD TB 12 ZIG ZAG SUPER HEROES HULK,PERSONAL CARE,P'SONAL HYGN,ORAL HYGN
490429811,8901030925672,72.73,U2RZ,1000,LUX BRTR GL JS&VTC+E SOAP 100g PKOF3 WRP,PERSONAL CARE,SKIN PRODUCTS,BODY WASHING
490523630,8901030996160,254.67,U2RZ,1000,DOVE NS HAIRFALL RESCUE SHMPO 340 ml PET,PERSONAL CARE,HAIR PRODUCTS,HAIR CARE
494335946,8905110002581,26.91,U2RZ,1000,VIVL ALV STN SF GLNG SK VITE SP 150G WRP,PERSONAL CARE,PERSONAL WASH,BODYWASH
491337871,8906055337608,64.5,U2RZ,1000,ULHAAS WAFFLE BRDR CTN BATHTWL 75X150CM,FURNISHINGS & DECOR,FURNISHINGS,BATH
